,name,category,measurement-1,ingredient-1,measurement-2,ingredient-2,measurement-3,ingredient-3,measurement-4,ingredient-4,measurement-5,ingredient-5,measurement-6,ingredient-6,instructions,glass,glass-size,fixed-ingredient-1,fixed-measurement-1,fixed-ingredient-2,fixed-measurement-2,fixed-ingredient-3,fixed-measurement-3,fixed-ingredient-4,fixed-measurement-4,fixed-ingredient-5,fixed-measurement-5,fixed-ingredient-6,fixed-measurement-6,fixed-instructions,blend,shake,stir-strain,build,no-measurement,total-liquid,alco-pop,beer,bitters,brandy,citrus juice,citrus spirit,cream spirit,dessert spirit,egg,flavoured water,floral spirit,fortified wine,fruit juice,fruit spirit,gin,herbal spirit,milk,rum,sauce,soda,sparkling wine,syrup,tea,tequila,water,vodka,whisky,wine,glass-total,total-alcohol,total-ingredients,alco-percent
752,Waiting On Summer,Tequila,3 oz, Cucumber,3 oz, Fresh sage leaves,1/2 oz, Fresh Lime Juice,1 1/2 oz, Blanco tequila,3/4 oz, Simple Syrup,3 oz," Ginger ale, strawberry slice","Muddle cucumber, sage, and lime juice in mixing glass. Add tequila and syrup with ice and shake. Double-strain into ice-filled Collins glass. Top with ginger ale. Garnish with strawberry.",Collins Glass,14 to 16 ounces,cucumber,3 oz,fresh sage leaves,3 oz,fresh lime juice,1/2 oz,blanco tequila,1 1/2 oz,simple syrup,3/4 oz,"soda, strawberry slice",3 oz,"muddle cucumber, sage, and lime juice in mixing glass. add tequila and syrup with ice and shake. double-strain into ice-filled collins glass. top with ginger ale. garnish with strawberry.",False,True,False,False,,172.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,22.5,0.0,45.0,0.0,0.0,0.0,0.0,450.0,45.0,4,0.2608695652173913
753,Cognac Highball,Brandy,2 oz, Cognac,, Ginger ale or soda water,, Lemon twist (optional),,,,,,,"Pour Cognac into ice-filled highball glass and fill with ginger ale or soda water. Add lemon twist, if desired, and stir.",Highball Glass,7 to 10 ounces,cognac,2 oz,soda,,lemon twist (optional),,,,,,,,"pour cognac into ice-filled highball glass and fill with ginger ale or soda water. add lemon twist, if desired, and stir.",False,False,False,True,soda,191.25,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,60.0,2,0.3137254901960784
754,Prince's Smile Cocktail,Cocktail Classics,1/2 oz, Old Mr. Boston Apricot Flavored Brandy,1/2 oz, Apple Brandy,1 oz, Old Mr. Boston Dry Gin,1/4 oz, Lemon Juice,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston apricot flavored brandy,1/2 oz,apple brandy,1/2 oz,old mr. boston dry gin,1 oz,lemon juice,1/4 oz,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,67.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,3,0.6666666666666666
755,Viva Villa,Tequila,For glass," Lime wedge, coarse salt",1 1/2 oz, Blanco tequila,1 oz, Fresh Lime Juice,1/2 oz, Simple Syrup,,,,,Rim old-fashioned glass with lime and salt. Fill with ice. Shake remaining ingredients with ice and strain into glass.,Old-Fashioned Glass,6 to 8 ounces,"lime wedge, coarse salt",for glass,blanco tequila,1 1/2 oz,fresh lime juice,1 oz,simple syrup,1/2 oz,,,,,rim old-fashioned glass with lime and salt. fill with ice. shake remaining ingredients with ice and strain into glass.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,45.0,0.0,0.0,0.0,0.0,210.0,45.0,3,0.5
756,Praire Oyster Cocktail,Cordials and Liqueurs,1 oz, Old Mr. Boston Five Star Brandy,1 oz, Worcestershire Sauce,1 oz, Tomato Catsup,1 oz, Vinegar,1 oz, Pepper,,,Shake with ice and strain into old-fashioned glass over two ice cubes. Place an egg yolk on top without breaking it. Add dash of cayenne pepper.,Old-Fashioned Glass,6 to 8 ounces,old mr. boston five star brandy,1 oz,worcestershire sauce,1 oz,tomato catsup,1 oz,vinegar,1 oz,pepper,1 oz,,,shake with ice and strain into old-fashioned glass over two ice cubes. place an egg yolk on top without breaking it. add dash of cayenne pepper.,False,True,False,False,,120.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,30.0,2,0.25
757,Praire Chicken,Cocktail Classics,1 oz, Old Mr. Boston Dry Gin,1 oz, Whole Egg,, Pepper and Salt,,,,,,,Open egg without breaking the yolk and put in wine glass. Pour gin on top. Add pepper and salt.,White-Wine Glass,10 to 18 ounces,old mr. boston dry gin,1 oz,whole egg,1 oz,"pepper,salt",,,,,,,,open egg without breaking the yolk and put in wine glass. pour gin on top. add pepper and salt.,False,False,False,True,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,30.0,2,0.5
758,Venial Sin,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, Mezcal,1/2 oz, Yellow Chartreuse,1/4 oz, Elderflower liqueur,1/4 oz, Maraschino liqueur,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,mezcal,1/2 oz,yellow herbal spirit,1/2 oz,floral liqueur,1/4 oz,maraschino liqueur,1/4 oz,,,stir with ice and strain into chilled cocktail glass.,False,False,True,False,,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,180.0,78.75,4,0.8076923076923077
759,Vagabundo,Tequila,2 oz, Reposado blanco tequila,1 1/2 oz, Pineapple Juice,1 1/2 oz, Fresh celery juice,1/2 oz, Fresh Lime Juice,, Lime wheel,,,Shake ingredients with ice. Strain into ice-filled hurricane glass. Garnish with lime wheel.,Hurricane Glass,14 to 20 ounces,reposado blanco tequila,2 oz,pineapple juice,1 1/2 oz,fresh celery juice,1 1/2 oz,fresh lime juice,1/2 oz,lime wheel,,,,shake ingredients with ice. strain into ice-filled hurricane glass. garnish with lime wheel.,False,True,False,False,,165.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,510.0,60.0,3,0.36363636363636365
760,The 21st Century,Tequila,splash,Absinthe,1 oz, Absinthe,1 1/2 oz, Blanco tequila,3/4 oz, Fresh Lime Juice,3/4 oz, White creme de cacao,,,Swirl absinthe in chilled cocktail glass to coat inside; discard excess absinthe. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6 or more ounces,herbal spirit,splash,herbal spirit,1 oz,blanco tequila,1 1/2 oz,fresh lime juice,3/4 oz,white dessert liqueur,3/4 oz,,,swirl absinthe in chilled cocktail glass to coat inside; discard excess absinthe. shake remaining ingredients with ice and strain into glass.,False,True,False,False,,122.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,72.25,4,0.5922131147540983
761,Pollyanna Cocktail,Cocktail Classics,3 slices,orange peel,3 slices,pineapple,2 oz, Old Mr. Boston Dry Gin,1/2 oz, sweet vermouth,1/2 tsp grenadine,1/2 tsp grenadine,,,"Muddle oranges and pineapple with gin, vermouth, and grenadine.  Shake with ice and strain into cocktail glass.",Cocktail Glass,6 or more ounces,orange peel,3 slices,pineapple,3 slices,old mr. boston dry gin,2 oz,sweet vermouth,1/2 oz,1/2 tsp grenadine,1/2 tsp grenadine,,,"muddle oranges and pineapple with gin, vermouth, and grenadine.  shake with ice and strain into cocktail glass.",False,True,False,False,,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,180.0,75.0,3,0.967741935483871
762,Toreador,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, Dark creme de cacao,1/2 oz, half-and-half,," Whipped cream, cocoa",,,,,"Shake with ice. Strain into chilled cocktail glass. Top with whipped cream, sprinkle with cocoa. THE 21ST CENTURY 1 splash",Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,dark dessert liqueur,1/2 oz,half-and-half,1/2 oz,"whipped cream, cocoa",,,,,,"shake with ice. strain into chilled cocktail glass. top with whipped cream, sprinkle with cocoa. the 21st century 1 splash",False,True,False,False,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,52.5,3,0.7
763,Pink Squirrel Cocktail,Cocktail Classics,1 oz, Mr. Boston Creme de Noyaux ,1 oz, Old Mr. Boston White Creme de Cacao,1 oz, Light Sweet Cream,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,mr. boston almond liqueur,1 oz,old mr. boston white dessert liqueur,1 oz,light sweet cream,1 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,30.0,3,0.3333333333333333
764,Pink Lady Cocktail,Cocktail Classics,1 oz, Egg White,1 oz, Grenadine,1 oz, Sweet Cream,1 1/2 oz, Old Mr. Boston Dry Gin,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,egg white,1 oz,grenadine,1 oz,sweet cream,1 oz,old mr. boston dry gin,1 1/2 oz,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,4,0.3333333333333333
765,Tijuana Taxi,Tequila,2 oz, Gold tequila,1 oz, Blue curacao,1 oz, Tropical fruit schnapps,, Lemon-lime soda,," Orange wheel, maraschino cherry",,,Pour first three ingredients into ice-filled large highball glass. Fill with lemon-lime soda. Garnish with orange and cherry.,Highball Glass,7 to 10 ounces,gold tequila,2 oz,orange liqueur,1 oz,tropical fruit schnapps,1 oz,lemon-lime soda,,"orange wheel, maraschino cherry",,,,pour first three ingredients into ice-filled large highball glass. fill with lemon-lime soda. garnish with orange and cherry.,False,False,False,True,soda,191.25,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,71.25,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,255.0,90.0,4,0.47058823529411764
766,Tia Juanathan,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, Fresh Lime Juice,1/2 oz, Aperol,1/2 oz, Yellow Chartreuse,, Soda water,, Orange half-wheel,Shake first four ingredients with ice and strain into ice-filled highball glass. Top with soda water. Garnish with orange.,Highball Glass,7 to 10 ounces,blanco tequila,1 1/2 oz,fresh lime juice,1/2 oz,herbal spirit,1/2 oz,yellow herbal spirit,1/2 oz,soda water,,orange half-wheel,,shake first four ingredients with ice and strain into ice-filled highball glass. top with soda water. garnish with orange.,False,True,False,False,soda,191.25,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,101.25,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,255.0,60.0,4,0.3137254901960784
767,Phoebe Snow Cocktail,Cocktail Classics,1 1/2 oz, Dubonnet,1 1/2 oz, Old Mr. Boston Five Star Brandy,1/2 oz, Absinthe Substitute,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,herbal spirit,1 1/2 oz,old mr. boston five star brandy,1 1/2 oz,herbal spirit substitute,1/2 oz,,,,,,,stir with ice and strain into cocktail glass.,False,False,True,False,,105.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,75.0,2,0.7142857142857143
768,Tequonic,Tequila,2 oz, Blanco tequila,1/4 oz, Fresh lemon or lime juice,, Tonic water,, Lemon or lime wedge,,,,,"Pour tequila into ice-filled old-fashioned glass. Add juice, fill with tonic water, and stir. Garnish with citrus wedge.",Old-Fashioned Glass,6 to 8 ounces,blanco tequila,2 oz,fresh lemon,1/4 oz,soda water,,lemon,,,,,,"pour tequila into ice-filled old-fashioned glass. add juice, fill with tonic water, and stir. garnish with citrus wedge.",False,False,False,True,soda,157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,210.0,60.0,2,0.38095238095238093
769,Tequini,Tequila,1 1/2 oz, Blanco tequila,1/2 oz, Dry Vermouth,1 oz, Angostura bitters,, Lemon twist,,,,,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,dry vermouth,1/2 oz,angostura bitters,1 dash,lemon twist,,,,,,stir with ice and strain into chilled cocktail glass. add lemon twist.,False,False,True,False,,62.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,180.0,62.0,3,1.0
770,Passion Daiquiri Cocktail,Cocktail Classics,1 1/2 oz, Old Mr. Boston Rum,1 oz, Juice of a Lime,1 oz, Powdered Sugar,1 oz, Passion Fruit Juice,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston rum,1 1/2 oz,juice of a lime,1 oz,powdered sugar,1 oz,passion fruit juice,1 oz,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,105.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,3,0.42857142857142855
771,Parisian Blonde Cocktail,Cocktail Classics,3/4 oz, Sweet Cream,3/4 oz, Old Mr. Boston Triple Sec,3/4 oz, Jamaica Rum,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,sweet cream,3/4 oz,old mr. boston orange liqueur,3/4 oz,jamaica rum,3/4 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,67.5,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,33.75,3,0.5
772,Tequila Sunrise,Tequila,2 oz, Blanco tequila,4 oz, Orange juice,3/4 oz, Grenadine,,,,,,,"Pour tequila and orange juice into ice-filled highball glass. Stir and add ice. Slowly pour in grenadine and allow to settle at glass bottom. Before drinking, stir to create the ""sunrise""",Highball Glass,7 to 10 ounces,blanco tequila,2 oz,orange juice,4 oz,grenadine,3/4 oz,,,,,,,"pour tequila and orange juice into ice-filled highball glass. stir and add ice. slowly pour in grenadine and allow to settle at glass bottom. before drinking, stir to create the ""sunrise""",False,False,False,True,,202.5,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,60.0,0.0,0.0,0.0,0.0,255.0,60.0,3,0.2962962962962963
773,Coffee Grasshopper,Brandy,3/4 oz, Coffee-flavored brandy,3/4 oz, White creme de menthe,3/4 oz, half-and-half,,,,,,,Shake with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6 to 8 ounces,coffee-flavored brandy,3/4 oz,white creme de menthe,3/4 oz,half-and-half,3/4 oz,,,,,,,shake with ice and strain into ice-filled old-fashioned glass.,False,True,False,False,,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,22.5,3,0.3333333333333333
774,Tequila Straight,Tequila,1 oz, Coarse salt,1 1/2 oz, Blanco tequila,1 oz, Lime wedge,,,,,,,"Put salt between thumb and index finger on back of one hand. Hold shot glass of tequila in same hand and lime wedge in other hand. Taste the salt, drink the tequila, and then suck the lime.",Shot Glass,1 _ to 2 ounces,coarse salt,1 oz,blanco tequila,1 1/2 oz,lime wedge,1 oz,,,,,,,"put salt between thumb and index finger on back of one hand. hold shot glass of tequila in same hand and lime wedge in other hand. taste the salt, drink the tequila, and then suck the lime.",False,False,False,True,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,45.0,1,1.0
775,Tequila Sour,Tequila,2 oz, Blanco tequila,3/4 oz, Fresh lemon juice,3/4 oz, Simple Syrup,," Lemon half-wheel, maraschino cherry",,,,,Shake with ice and strain into chilled sour glass. Garnish with lemon and cherry.,Cordial or Pony Glass,2 to 3 ounces,blanco tequila,2 oz,fresh lemon juice,3/4 oz,simple syrup,3/4 oz,"lemon half-wheel, maraschino cherry",,,,,,shake with ice and strain into chilled sour glass. garnish with lemon and cherry.,False,True,False,False,,75.0,0.0,0.0,0.0,0.0,16.071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.071428571428573,0.0,42.857142857142854,0.0,0.0,0.0,0.0,75.0,42.857142857142854,3,0.5714285714285714
776,Tequila Smash,Tequila,4 oz, Blueberries,4 oz, Bing cherries,2 oz, Blanco tequila,1/2 oz, Maraschino liqueur,1/2 oz, Fresh Lime Juice,, Lime wheel skewered with blueberry and Bing cherry,Muddle blueberries and cherries in mixing glass. Add remaining ingredients and shake. Double-strain into ice-filled old-fashioned glass. Garnish with skewered fruit.,Old-Fashioned Glass,6 to 8 ounces,blueberries,4 oz,bing cherries,4 oz,blanco tequila,2 oz,maraschino liqueur,1/2 oz,fresh lime juice,1/2 oz,"lime wheel skewered with blueberry,bing cherry",,muddle blueberries and cherries in mixing glass. add remaining ingredients and shake. double-strain into ice-filled old-fashioned glass. garnish with skewered fruit.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,210.0,67.5,3,0.75
777,Tequila Pink,Tequila,1 1/2 oz, Blanco tequila,1 oz, Dry Vermouth,1/4 oz, Grenadine,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6 or more ounces,blanco tequila,1 1/2 oz,dry vermouth,1 oz,grenadine,1/4 oz,,,,,,,shake with ice and strain into chilled cocktail glass.,False,True,False,False,,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,45.0,0.0,0.0,0.0,0.0,180.0,75.0,3,0.9090909090909091
778,Tequila Old-Fashioned,Tequila,1 1/2 oz, Blanco tequila,1 oz, Simple Syrup,1 oz, Angostura Bitters,1 oz, Soda water,, Lemon twist,,,"Pour tequila, syrup, and bitters in ice-filled old-fashioned glass and stir. Add soda. Add lemon twist.",Old-Fashioned Glass,6 to 8 ounces,blanco tequila,1 1/2 oz,simple syrup,1 oz,angostura bitters,1 dash,soda water,1 oz,lemon twist,,,,"pour tequila, syrup, and bitters in ice-filled old-fashioned glass and stir. add soda. add lemon twist.",False,False,False,True,,107.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,45.0,0.0,0.0,0.0,0.0,210.0,47.0,4,0.4392523364485981
779,Rob Roy Cocktail,Cocktail Classics,3/4 oz, Sweet Vermouth,1 1/2 oz, Desmond & Duff Scotch Whisky,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,sweet vermouth,3/4 oz,desmond & duff scotch whisky,1 1/2 oz,,,,,,,,,stir with ice and strain into cocktail glass.,False,False,True,False,,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,180.0,67.5,2,1.0
780,Tequila Mockingbird,Tequila,For glass," Lime wedge, coarse salt",1/4 oz, Minced ginger,1 3/4 oz, Blanco tequila,1 1/2 oz, Agave nectar,1 oz, Fresh Lime Juice,, Lime wheel,Rim one half of a chilled cocktail glass with lime and salt. Muddle ginger in mixing glass. Add remaining ingredients with ice and shake. Strain into glass. Garnish with lime wheel.,Cocktail Glass,6 or more ounces,"lime wedge, coarse salt",for glass,minced ginger,1/4 oz,blanco tequila,1 3/4 oz,agave nectar,1 1/2 oz,fresh lime juice,1 oz,lime wheel,,rim one half of a chilled cocktail glass with lime and salt. muddle ginger in mixing glass. add remaining ingredients with ice and shake. strain into glass. garnish with lime wheel.,False,True,False,False,,127.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,52.5,0.0,0.0,0.0,0.0,180.0,52.5,3,0.4117647058823529
781,Tequila Matador,Tequila,1 1/2 oz, Blanco tequila,2 oz, Pineapple Juice,1/2 oz, Fresh Lime Juice,,,,,,,Shake with ice and strain into chilled champagne flute.,Champagne Flute,6 to 8 ounces,blanco tequila,1 1/2 oz,pineapple juice,2 oz,fresh lime juice,1/2 oz,,,,,,,shake with ice and strain into chilled champagne flute.,False,True,False,False,,120.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,210.0,45.0,3,0.375
782,Tequila Manhattan,Tequila,2 oz, Blanco tequila,1 oz, Sweet Vermouth,1 oz, Angostura Bitters,, Maraschino cherry,,,,,Shake with ice and strain into ice-filled old-fashioned glass. Add cherry.,Old-Fashioned Glass,6 to 8 ounces,blanco tequila,2 oz,sweet vermouth,1 oz,angostura bitters,1 dash,maraschino cherry,,,,,,shake with ice and strain into ice-filled old-fashioned glass. add cherry.,False,True,False,False,,92.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,210.0,92.0,3,1.0
783,T.N.T. Cocktail,Cocktail Classics,1 1/2 oz, Old Thompson Blended Whiskey,1 1/2 oz, Absinthe Substitute,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old thompson blended whiskey,1 1/2 oz,herbal spirit substitute,1 1/2 oz,,,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,180.0,67.5,2,0.75
784,Thunderclap Cocktail,Cocktail Classics,3/4 oz, Old Mr. Boston Dry Gin,3/4 oz, Old Thompson Blended Whiskey,3/4 oz, Old Mr. Boston Five Star Brandy,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,old mr. boston dry gin,3/4 oz,old thompson blended whiskey,3/4 oz,old mr. boston five star brandy,3/4 oz,,,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,67.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,180.0,67.5,3,1.0
785,Thunder Cocktail,Cocktail Classics,1 oz, Powdered Sugar,1 oz, Egg Yolk,1 1/2 oz, Old Mr. Boston Five Star Brandy,1 oz, Cayenne Pepper,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6 or more ounces,powdered sugar,1 oz,egg yolk,1 oz,old mr. boston five star brandy,1 1/2 oz,cayenne pepper,1 oz,,,,,shake with ice and strain into cocktail glass.,False,True,False,False,,75.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,45.0,2,0.6
786,Tequila Collins,Tequila,2 oz, Blanco tequila,1/2 oz, Fresh lemon juice,1/2 oz, Simple Syrup,, Soda water,,"lemon wheel, orange wheel, maraschino cherry",,,"Shake first three ingredients with ice and strain into chilled Collins glass. Add several ice cubes, fill with soda water, and stir. Garnish with lemon, orange, and cherry. Serve with straw.",Collins Glass,14 to 16 ounces,blanco tequila,2 oz,fresh lemon juice,1/2 oz,simple syrup,1/2 oz,soda water,,"lemon wheel, orange wheel, maraschino cherry",,,,"shake first three ingredients with ice and strain into chilled collins glass. add several ice cubes, fill with soda water, and stir. garnish with lemon, orange, and cherry. serve with straw.",False,True,False,True,soda,337.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.5,0.0,15.0,0.0,60.0,0.0,0.0,0.0,0.0,450.0,60.0,4,0.17777777777777778
